영화,내 별점(y),평균별점,이동진 별점,평가자수,보고싶어요수,코멘트수,감독,배우,등급,장르,국가,상영시간,년도,별점분포,이동진 코멘트
해리 포터와 마법사의 돌,4.0,4.03751,,"508,391","2,078","1,857",크리스 콜럼버스,"[다니엘 래드클리프, 루퍼트 그린트, 엠마 왓슨]",전체 관람가,판타지,"영국, 미국",152.0,2001.0,"{""1"":1349,""2"":7099,""3"":1682,""4"":16416,""5"":6704,""6"":75933,""7"":35396,""8"":161435,""9"":32174,""10"":170203}",
쌍화점,2.0,2.8053,,"260,712","1,975",798,유하,"[조인성, 주진모, 송지효]",청소년 관람불가,드라마,한국,133.0,2008.0,"{""1"":5825,""2"":21072,""3"":7801,""4"":50559,""5"":18959,""6"":85710,""7"":17265,""8"":36819,""9"":2303,""10"":14399}",
신기전,1.0,3.06037,,"157,713",950,450,김유진,"[정재영, 한은정, 허준호]",15세 관람가,전쟁,한국,134.0,2008.0,"{""1"":1515,""2"":8509,""3"":2862,""4"":23295,""5"":9753,""6"":53535,""7"":13566,""8"":32345,""9"":2129,""10"":10204}",
우리 생애 최고의 순간,1.0,3.41702,,"272,301","2,210",454,임순례,"[문소리, 김정은, 엄태웅]",15세 관람가,드라마,한국,124.0,2007.0,"{""1"":1520,""2"":8136,""3"":2543,""4"":23253,""5"":10333,""6"":82344,""7"":27111,""8"":78244,""9"":7091,""10"":31726}",
댄싱퀸,1.0,3.22632,,"278,549","1,947",776,이석훈,"[황정민, 엄정화, 이대연]",12세 관람가,코미디,한국,124.0,2012.0,"{""1"":2461,""2"":10878,""3"":4481,""4"":31059,""5"":16397,""6"":88809,""7"":27844,""8"":67333,""9"":5771,""10"":23516}",
스파이더맨 3,2.0,3.63347,,"325,364","2,939",902,샘 레이미,"[토비 맥과이어, 커스틴 던스트, 제임스 프랭코]",12세 관람가,판타지,미국,139.0,2007.0,"{""1"":1100,""2"":5308,""3"":2171,""4"":19845,""5"":11145,""6"":85054,""7"":32222,""8"":99960,""9"":10184,""10"":58375}",
동갑내기 과외하기,2.0,3.02622,,"383,315","1,449",659,김경형,"[김하늘, 권상우, 김혜옥]",12세 관람가,로맨틱 코미디,한국,110.0,2003.0,"{""1"":4905,""2"":21657,""3"":7890,""4"":57763,""5"":23160,""6"":131537,""7"":30874,""8"":77494,""9"":4249,""10"":23786}",
추격자,4.0,4.14751,,"567,660","10,302","2,355",나홍진,"[김윤석, 하정우, 서영희]",청소년 관람불가,스릴러,한국,123.0,2008.0,"{""1"":1203,""2"":5425,""3"":1045,""4"":10855,""5"":4993,""6"":61362,""7"":36212,""8"":209243,""9"":44011,""10"":193311}",
캐리비안의 해적 - 세상의 끝에서,5.0,3.89595,3.0,"400,563","5,041",776,고어 버빈스키,"[조니 뎁, 올랜도 블룸, 키이라 나이틀리]",12세 관람가,판타지,미국,168.0,2007.0,"{""1"":905,""2"":4799,""3"":1503,""4"":14753,""5"":8028,""6"":76455,""7"":34049,""8"":136148,""9"":18459,""10"":105464}",여름 블록버스터로 이의없음!
반지의 제왕 2 - 두 개의 탑,5.0,4.09081,,384699,4941,1190,피터 잭슨,"[일라이저 우드, 비고 모텐슨, 올랜도 볼룸]",12세 관람가,판타지,"뉴질랜드, 미국",177.0,2002.0,"{""1"":1095,""2"":5860,""3"":1134,""4"":12084,""5"":4210,""6"":51302,""7"":22580,""8"":121204,""9"":25916,""10"":139314}",
타이타닉,4.0,4.31153,,"654,853","14,918","2,895",제임스 카메론,"[레오나르도 디카프리오, 케이트 윈슬렛, 글로리아 스튜어트]",15세 관람가,로맨스/멜로,미국,195.0,1997.0,"{""1"":668,""2"":3526,""3"":790,""4"":8881,""5"":3769,""6"":61172,""7"":29722,""8"":200584,""9"":54869,""10"":290872}",
투사부일체,1.0,2.6833,1.5,"125,681",312,533,김동원,"[정준호, 김상중, 정웅인]",15세 관람가,코미디,한국,124.0,2005.0,"{""1"":2967,""2"":16360,""3"":3421,""4"":26382,""5"":6294,""6"":37576,""7"":6467,""8"":20278,""9"":731,""10"":5205}",극중 머리 때리기 114차례. (&#x27;연타&#x27;가 워낙 많아 틀릴 수 있음.)
미션 임파서블 3,3.0,3.86842,4.5,"274,707","4,885",830,J.J. 에이브럼스,"[톰 크루즈, 필립 세이모어 호프만, 빙 라메스]",15세 관람가,액션,미국,124.0,2006.0,"{""1"":415,""2"":2355,""3"":724,""4"":7965,""5"":4451,""6"":55042,""7"":26810,""8"":105210,""9"":13092,""10"":58643}",완벽한 공산품.
의형제,2.0,3.51904,3.0,"349,977","5,257",962,장훈,"[송강호, 강동원, 박혁권]",15세 관람가,액션,한국,116.0,2010.0,"{""1"":1066,""2"":4929,""3"":2505,""4"":21154,""5"":13044,""6"":102333,""7"":44172,""8"":112590,""9"":10859,""10"":37325}",남성 투 톱 영화에서 앙상블 좋은 두 배우를 보는 재미.
타워,1.0,3.26859,,"239,308","3,605","1,046",김지훈,"[설경구, 손예진, 김상경]",12세 관람가,액션,한국,121.0,2012.0,"{""1"":3205,""2"":11707,""3"":4572,""4"":26963,""5"":12999,""6"":65138,""7"":22383,""8"":56692,""9"":6292,""10"":29357}",
타짜,4.0,4.0951,,"551,793","11,022","2,772",최동훈,"[조승우, 김혜수, 백윤식]",청소년 관람불가,드라마,한국,139.0,2006.0,"{""1"":1029,""2"":4894,""3"":1397,""4"":12728,""5"":6296,""6"":72187,""7"":37583,""8"":194552,""9"":42457,""10"":178670}",
레미제라블,4.0,3.99482,,"489,927","22,608","3,372",톰 후퍼,"[휴 잭맨, 러셀 크로우, 앤 해서웨이]",12세 관람가,드라마,영국,158.0,2012.0,"{""1"":2102,""2"":8575,""3"":2495,""4"":18832,""5"":9226,""6"":69309,""7"":39843,""8"":141971,""9"":40543,""10"":157031}",
인셉션,5.0,4.3494,,"681,147","17,687","5,611",크리스토퍼 놀란,"[레오나르도 디카프리오, 마리옹 꼬띠아르 , 조셉 고든-레빗]",12세 관람가,SF,"미국, 영국",147.0,2010.0,"{""1"":1097,""2"":5343,""3"":1240,""4"":12198,""5"":4775,""6"":56787,""7"":27057,""8"":176077,""9"":67453,""10"":329120}",
전우치,4.0,3.27914,,"522,540","1,996","1,765",최동훈,"[강동원, 김윤석, 임수정]",12세 관람가,판타지,한국,136.0,2009.0,"{""1"":3950,""2"":18869,""3"":7335,""4"":58579,""5"":27105,""6"":162763,""7"":50842,""8"":129041,""9"":11155,""10"":52901}",
최종병기 활,3.0,3.61536,,"467,371","3,811","1,713",김한민,"[박해일, 류승룡, 문채원]",청소년 관람불가,전쟁,한국,122.0,2011.0,"{""1"":2354,""2"":8696,""3"":3551,""4"":27650,""5"":15091,""6"":113286,""7"":50748,""8"":156453,""9"":19304,""10"":70238}",
트랜스포머,4.0,3.94416,2.5,"546,960","1,917","1,881",마이클 베이,"[피터 쿨렌, 휴고 위빙, 마크 라이언]",12세 관람가,SF,미국,135.0,2007.0,"{""1"":2454,""2"":9318,""3"":2834,""4"":21965,""5"":10007,""6"":88064,""7"":40146,""8"":178142,""9"":27999,""10"":166031}",뭔가 계속 재미 있는 것을 보고 있는 것 같은 착각.
미션 임파서블 : 고스트 프로토콜,4.0,3.92735,,"375,748","6,091","1,510",브래드 버드,"[톰 크루즈, 제레미 레너, 레아 세이두]",15세 관람가,액션,미국,132.0,2011.0,"{""1"":568,""2"":3140,""3"":889,""4"":10022,""5"":5609,""6"":64468,""7"":36958,""8"":145229,""9"":22227,""10"":86638}",
트랜스포머 3,4.0,3.56663,2.0,"454,683","1,730","1,406",마이클 베이,"[제임스 에이버리, 레너드 니모이, 휴고 위빙]",12세 관람가,SF,미국,152.0,2011.0,"{""1"":5155,""2"":17557,""3"":6281,""4"":40058,""5"":17394,""6"":101756,""7"":30178,""8"":118686,""9"":10829,""10"":106789}",지상 최대의 철거 영화.
작업의 정석,3.0,2.96827,,"168,902","1,504",305,오기환,"[손예진, 송일국, 안선영]",15세 관람가,로맨틱 코미디,한국,100.0,2005.0,"{""1"":1807,""2"":10445,""3"":3380,""4"":28714,""5"":10207,""6"":59417,""7"":12146,""8"":32062,""9"":1427,""10"":9297}",
댄서의 순정,1.0,2.7966,,"129,124",704,270,박영훈,"[문근영, 박건형, 박원상]",12세 관람가,로맨스/멜로,한국,110.0,2005.0,"{""1"":2332,""2"":8660,""3"":4431,""4"":24145,""5"":11649,""6"":43707,""7"":11101,""8"":17596,""9"":1305,""10"":4198}",
연애의 온도,2.0,3.45453,,"276,007","11,743","2,121",노덕,"[김민희, 이민기, 최무성]",청소년 관람불가,로맨스/멜로,한국,112.0,2012.0,"{""1"":1750,""2"":7476,""3"":2928,""4"":21556,""5"":11510,""6"":74257,""7"":35296,""8"":78239,""9"":11101,""10"":31894}",
애자,2.0,3.38084,,"70,928","2,914",275,정기훈,"[최강희, 김영애, 배수빈]",15세 관람가,드라마,한국,110.0,2009.0,"{""1"":496,""2"":2176,""3"":905,""4"":6278,""5"":3488,""6"":20308,""7"":8330,""8"":18923,""9"":2391,""10"":7633}",
코리아,1.0,3.34347,,"156,550","2,406",597,문현성,"[하지원, 배두나, 최윤영]",12세 관람가,드라마,한국,127.0,2012.0,"{""1"":1486,""2"":6002,""3"":2356,""4"":15451,""5"":8063,""6"":44124,""7"":15859,""8"":39419,""9"":4720,""10"":19070}",
귀신이 산다,3.0,2.81053,,"287,777",345,686,김상진,"[차승원, 장서희, 장현성]",12세 관람가,코미디,한국,123.0,2004.0,"{""1"":6039,""2"":23786,""3"":9523,""4"":52351,""5"":22698,""6"":90296,""7"":23450,""8"":43081,""9"":3163,""10"":13390}",
본 얼티메이텀,4.0,4.15796,4.5,"295,293","13,741","1,423",폴 그린그래스,"[맷 데이먼, 줄리아 스타일즈, 데이빗 스트라탄]",12세 관람가,액션,"미국, 독일",115.0,2007.0,"{""1"":590,""2"":2944,""3"":576,""4"":6233,""5"":2625,""6"":34826,""7"":17874,""8"":100119,""9"":20776,""10"":108730}",007 시리즈가 꿈도 꾸지 못했던 경지.
트로이,3.0,3.6674,,"217,565","4,352",735,볼프강 페터젠,"[숀 빈, 브렌단 글리슨, 세프론 버로우스]",15세 관람가,판타지,미국,163.0,2004.0,"{""1"":401,""2"":3087,""3"":989,""4"":10958,""5"":5474,""6"":55656,""7"":22994,""8"":75668,""9"":8682,""10"":33656}",
300,3.0,3.82897,,"355,913","6,086","1,514",잭 스나이더,"[제라드 버틀러, 레나 헤디, 데이빗 웬햄]",청소년 관람불가,액션,미국,116.0,2006.0,"{""1"":1440,""2"":6738,""3"":1864,""4"":15872,""5"":7497,""6"":67048,""7"":30713,""8"":121460,""9"":17955,""10"":85326}",
공공의 적 2,4.0,3.27999,,"190,912","1,471",419,강우석,"[설경구, 정준호, 강신일]",15세 관람가,드라마,한국,148.0,2005.0,"{""1"":1503,""2"":8438,""3"":2570,""4"":23439,""5"":8152,""6"":56781,""7"":15136,""8"":50392,""9"":3013,""10"":21488}",
미녀는 괴로워,4.0,3.43045,,"610,004",991,"1,342",김용화,"[김아중, 주진모, 김현숙]",12세 관람가,로맨틱 코미디,한국,120.0,2006.0,"{""1"":2951,""2"":13890,""3"":5783,""4"":50662,""5"":25860,""6"":185491,""7"":62480,""8"":179537,""9"":14802,""10"":68548}",
해리 포터와 죽음의 성물 - 2부,4.0,3.94171,,"392,068","3,909","1,673",데이빗 예이츠,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]",전체 관람가,판타지,"영국, 미국",131.0,2011.0,"{""1"":1233,""2"":6748,""3"":1621,""4"":16109,""5"":7216,""6"":68095,""7"":29988,""8"":117669,""9"":22479,""10"":120910}",
뉴 문,3.0,3.3316,,"305,009","2,158",650,크리스 웨이츠,"[로버트 패틴슨, 크리스틴 스튜어트, 엘리자베스 리저]",12세 관람가,판타지,미국,130.0,2009.0,"{""1"":6200,""2"":19513,""3"":5916,""4"":34811,""5"":13350,""6"":71232,""7"":20794,""8"":67326,""9"":6664,""10"":59203}",
맨 인 블랙 2,3.0,3.71971,,"284,963","4,557",487,베리 소넨필드,"[토미 리 존스, 윌 스미스, 조니 녹스빌]",12세 관람가,SF,미국,88.0,2002.0,"{""1"":617,""2"":2906,""3"":1405,""4"":13074,""5"":7553,""6"":67954,""7"":31338,""8"":99446,""9"":10194,""10"":50476}",
내 머리 속의 지우개,3.0,3.72241,,"316,022","12,188","1,049",이재한,"[정우성, 손예진, 이선진]",12세 관람가,로맨스/멜로,한국,117.0,2004.0,"{""1"":1367,""2"":6501,""3"":2106,""4"":18641,""5"":8344,""6"":69558,""7"":27238,""8"":100181,""9"":14607,""10"":67479}",
엑스맨 - 최후의 전쟁,2.0,3.67682,,"246,529","3,458",839,브렛 래트너,"[휴 잭맨, 할리 베리, 이안 맥켈런]",12세 관람가,SF,미국,103.0,2006.0,"{""1"":1135,""2"":5077,""3"":1906,""4"":14922,""5"":7726,""6"":58014,""7"":21257,""8"":78144,""9"":8019,""10"":50329}",
원티드,3.0,3.65526,,"267,642","6,016","1,368",티무르 베크맘베토브,"[제임스 맥어보이, 모건 프리먼, 안젤리나 졸리]",청소년 관람불가,액션,"미국, 독일",110.0,2008.0,"{""1"":710,""2"":3716,""3"":1478,""4"":14078,""5"":7938,""6"":65697,""7"":30224,""8"":92216,""9"":11300,""10"":40285}",
광식이 동생 광태,2.0,2.79245,,"130,176","1,526",387,김현석,"[김주혁, 봉태규, 정경호]",15세 관람가,로맨틱 코미디,한국,104.0,2005.0,"{""1"":2046,""2"":11076,""3"":3310,""4"":26286,""5"":8135,""6"":44937,""7"":8562,""8"":19937,""9"":929,""10"":4958}",
세븐 데이즈,2.0,3.5326,,"201,751","4,186",483,원신연,"[김윤진, 박희순, 김미숙]",청소년 관람불가,스릴러,한국,125.0,2007.0,"{""1"":810,""2"":4710,""3"":1437,""4"":14485,""5"":6533,""6"":55083,""7"":20186,""8"":64848,""9"":6929,""10"":26730}",
쩨쩨한 로맨스,3.0,2.98451,,"134,613","2,148",401,김정훈,"[이선균, 최강희, 오정세]",청소년 관람불가,로맨틱 코미디,한국,118.0,2010.0,"{""1"":1765,""2"":8106,""3"":3068,""4"":21359,""5"":9245,""6"":45311,""7"":10784,""8"":25576,""9"":1402,""10"":7997}",
이클립스,3.0,3.43617,,"256,344","2,555",537,데이비드 슬레이드,"[로버트 패틴슨, 크리스틴 스튜어트, 테일러 로트너]",12세 관람가,판타지,미국,124.0,2010.0,"{""1"":5035,""2"":13582,""3"":4718,""4"":24139,""5"":11133,""6"":57661,""7"":19493,""8"":59188,""9"":6726,""10"":54669}",
박쥐,2.0,3.1077,,"197,323","9,820","1,583",박찬욱,"[송강호, 김옥빈, 송영창]",청소년 관람불가,스릴러,한국,133.0,2009.0,"{""1"":2389,""2"":12643,""3"":3493,""4"":29597,""5"":9715,""6"":57335,""7"":18253,""8"":41282,""9"":6985,""10"":15631}",
셜록홈즈 : 그림자 게임,3.0,3.67752,,"264,208","11,493",875,가이 리치,"[로버트 다우니 주니어, 주드 로, 누미 라파스]",15세 관람가,액션,미국,128.0,2011.0,"{""1"":903,""2"":4476,""3"":1815,""4"":15694,""5"":8240,""6"":62224,""7"":26515,""8"":84128,""9"":10246,""10"":49967}",
내 생애 가장 아름다운 일주일,3.0,3.24995,,"103,103","2,610",243,민규동,"[주현, 오미희, 엄정화]",15세 관람가,로맨틱 코미디,한국,129.0,2005.0,"{""1"":768,""2"":4297,""3"":1380,""4"":11701,""5"":4954,""6"":33670,""7"":9227,""8"":25317,""9"":1985,""10"":9804}",
테이큰,3.0,4.09672,,"504,155","10,691","2,479",피에르 모렐,"[리암 니슨, 매기 그레이스, 릴랜드 오서]",청소년 관람불가,액션,프랑스,93.0,2008.0,"{""1"":810,""2"":3560,""3"":1212,""4"":9885,""5"":6790,""6"":64469,""7"":41272,""8"":177774,""9"":36431,""10"":161952}",
7광구,1.0,1.75753,,"85,970",419,"1,309",김지훈,"[하지원, 안성기, 오지호]",15세 관람가,SF,한국,112.0,2011.0,"{""1"":11691,""2"":27785,""3"":4643,""4"":19770,""5"":3606,""6"":12434,""7"":1505,""8"":3262,""9"":127,""10"":1147}",
가문의 영광 4 - 가문의 수난,1.0,2.23151,,"41,326",174,284,정태원,"[김수미, 신현준, 탁재훈]",15세 관람가,코미디,한국,103.0,2011.0,"{""1"":2547,""2"":11235,""3"":1326,""4"":8706,""5"":1567,""6"":8660,""7"":1205,""8"":4092,""9"":182,""10"":1806}",
하울의 움직이는 성,4.0,4.20534,,"621,710","8,440","2,929",미야자키 하야오,"[손정아, 김영선, 성선녀]",전체 관람가,애니메이션,일본,119.0,2004.0,"{""1"":849,""2"":4270,""3"":1260,""4"":11534,""5"":6018,""6"":67738,""7"":38635,""8"":200281,""9"":49771,""10"":241354}",
화차,4.0,3.30847,,"238,893","6,417","1,415",변영주,"[이선균, 김민희, 조성하]",15세 관람가,스릴러,한국,117.0,2012.0,"{""1"":1388,""2"":9240,""3"":2371,""4"":25068,""5"":9004,""6"":72305,""7"":26103,""8"":67941,""9"":6352,""10"":19121}",
반창꼬,3.0,3.50538,,"319,169","5,985","1,229",정기훈,"[고수, 한효주, 김성오]",15세 관람가,로맨스/멜로,한국,120.0,2012.0,"{""1"":2732,""2"":9887,""3"":4211,""4"":24982,""5"":13953,""6"":79820,""7"":30795,""8"":89648,""9"":10418,""10"":52723}",
나는 전설이다,4.0,3.57933,,"351,919","4,480","1,305",프란시스 로렌스,"[윌 스미스, 앨리스 브라가, 찰리 타핸]",12세 관람가,SF,미국,97.0,2007.0,"{""1"":1233,""2"":6567,""3"":2391,""4"":23664,""5"":11670,""6"":91979,""7"":37857,""8"":111891,""9"":13859,""10"":50808}",
우리들의 행복한 시간,3.0,3.60441,,"310,933","9,237",906,송해성,"[강동원, 이나영, 강신일]",15세 관람가,드라마,한국,120.0,2006.0,"{""1"":1520,""2"":6207,""3"":2551,""4"":20384,""5"":10947,""6"":78362,""7"":32030,""8"":93701,""9"":12611,""10"":52620}",
위험한 상견례,1.0,3.01242,,"186,976","1,430",555,김진영,"[송새벽, 이시영, 백윤식]",12세 관람가,코미디,한국,118.0,2011.0,"{""1"":2742,""2"":13227,""3"":4109,""4"":28346,""5"":11398,""6"":57359,""7"":16272,""8"":37956,""9"":2790,""10"":12777}",
마파도,1.0,2.78611,,"160,003",446,295,추창민,"[이정진, 이문식, 김수미]",15세 관람가,코미디,한국,105.0,2005.0,"{""1"":3473,""2"":12905,""3"":5226,""4"":30132,""5"":12631,""6"":52360,""7"":12181,""8"":23059,""9"":1423,""10"":6613}",
후궁 : 제왕의 첩,1.0,2.62088,,"174,162","1,499",575,김대승,"[조여정, 김동욱, 김민준]",청소년 관람불가,스릴러,한국,122.0,2012.0,"{""1"":5149,""2"":21595,""3"":6809,""4"":41009,""5"":12107,""6"":48434,""7"":7511,""8"":19064,""9"":1117,""10"":11367}",
가문의 부활 - 가문의 영광 3,1.0,2.30139,,"49,501",117,239,정용기,"[신현준, 탁재훈, 김원희]",15세 관람가,코미디,한국,128.0,2006.0,"{""1"":2294,""2"":10874,""3"":1974,""4"":11614,""5"":2424,""6"":12501,""7"":1543,""8"":4559,""9"":156,""10"":1562}",
시라노; 연애조작단,4.0,3.32162,4.0,"456,538","4,263","1,177",김현석,"[엄태웅, 이민정, 박신혜]",12세 관람가,로맨틱 코미디,한국,117.0,2010.0,"{""1"":3048,""2"":14707,""3"":5768,""4"":46945,""5"":21668,""6"":143152,""7"":43401,""8"":122528,""9"":9588,""10"":45733}",서툴고도 아름다웠던 젊은날에 보내는 아릿한 송가.
브레이킹 던 part2,1.0,3.58844,,"252,706","3,936",781,빌 콘돈,"[로버트 패틴슨, 크리스틴 스튜어트, 테일러 로트너]",15세 관람가,판타지,미국,115.0,2012.0,"{""1"":4942,""2"":12249,""3"":3923,""4"":19566,""5"":9128,""6"":47668,""7"":19253,""8"":61383,""9"":9336,""10"":65258}",
미스터 & 미세스 스미스,4.0,3.65016,,"344,494","6,876","1,002",더그 라이만,"[브래드 피트, 안젤리나 졸리, 애덤 브로디]",15세 관람가,액션,미국,119.0,2005.0,"{""1"":666,""2"":4028,""3"":1533,""4"":16819,""5"":9550,""6"":90918,""7"":38726,""8"":120299,""9"":11944,""10"":50011}",
해리 포터와 죽음의 성물 - 1부,4.0,3.84173,,"361,243","2,977",785,데이빗 예이츠,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]",전체 관람가,판타지,"영국, 미국",146.0,2010.0,"{""1"":1252,""2"":6389,""3"":1768,""4"":16135,""5"":8544,""6"":71666,""7"":33381,""8"":109264,""9"":16768,""10"":96076}",
솔트,3.0,3.32061,,"202,369","3,651",698,필립 노이스,"[안젤리나 졸리, 리브 슈라이버, 치웨텔 에지오포]",15세 관람가,액션,미국,99.0,2010.0,"{""1"":976,""2"":5376,""3"":2276,""4"":20762,""5"":10056,""6"":65778,""7"":20440,""8"":54182,""9"":4395,""10"":18128}",
방자전,3.0,2.97868,,"253,594","1,728",753,김대우,"[조여정, 김주혁, 류승범]",청소년 관람불가,드라마,한국,124.0,2010.0,"{""1"":4279,""2"":15951,""3"":6782,""4"":42049,""5"":16806,""6"":82194,""7"":18548,""8"":44029,""9"":3080,""10"":19876}",
친절한 금자씨,2.0,3.49795,4.5,"275,442","12,673","1,792",박찬욱,"[이영애, 최민식, 김시후]",청소년 관람불가,스릴러,한국,112.0,2005.0,"{""1"":1428,""2"":9550,""3"":1982,""4"":23294,""5"":6934,""6"":71763,""7"":26082,""8"":85645,""9"":13216,""10"":35548}",흡사 윤리학적 실험실 같은 강렬한 설정에 담긴 딜레마.
퀵,1.0,2.90859,,"341,313","1,008","1,016",조범구,"[이민기, 강예원, 김인권]",15세 관람가,액션,한국,115.0,2011.0,"{""1"":8613,""2"":29830,""3"":9764,""4"":56660,""5"":22632,""6"":97289,""7"":24693,""8"":61267,""9"":4324,""10"":26241}",
캐리비안의 해적: 낯선 조류,4.0,3.78881,2.5,"341,778","4,488",754,롭 마샬,"[조니 뎁, 페넬로페 크루즈, 제프리 러쉬]",12세 관람가,판타지,미국,137.0,2011.0,"{""1"":1083,""2"":5168,""3"":1930,""4"":16891,""5"":9544,""6"":72560,""7"":30515,""8"":109766,""9"":12911,""10"":81410}",해적 보러 갔다가 인어만 보고 나온 경우.
아일랜드,5.0,3.73439,,"324,165","7,397","1,369",마이클 베이,"[이완 맥그리거, 스칼렛 요한슨, 스티브 부세미]",12세 관람가,SF,미국,136.0,2005.0,"{""1"":584,""2"":3193,""3"":1214,""4"":12313,""5"":7469,""6"":72485,""7"":38345,""8"":123842,""9"":17411,""10"":47309}",
해리 포터와 불의 잔,4.0,3.83282,,"402,049","1,923",829,마이크 뉴웰,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]",12세 관람가,판타지,"영국, 미국",156.0,2005.0,"{""1"":1221,""2"":6264,""3"":1764,""4"":16788,""5"":9101,""6"":83216,""7"":37631,""8"":127363,""9"":17778,""10"":100923}",
반지의 제왕 - 반지 원정대,5.0,4.07742,,"396,201","5,073","1,511",피터 잭슨,"[일라이저 우드, 비고 모텐슨, 올랜도 블룸]",12세 관람가,판타지,"뉴질랜드, 미국",178.0,2001.0,"{""1"":1202,""2"":6398,""3"":1256,""4"":12785,""5"":4574,""6"":53262,""7"":23963,""8"":123927,""9"":27965,""10"":140869}",
7급 공무원,1.0,3.12789,,"390,745","1,619",735,신태라,"[김하늘, 강지환, 류승룡]",12세 관람가,코미디,한국,112.0,2009.0,"{""1"":4240,""2"":19592,""3"":7025,""4"":51750,""5"":22416,""6"":128972,""7"":33274,""8"":87580,""9"":5537,""10"":30359}",
색즉시공,1.0,2.81945,,"208,478",535,466,윤제균,"[임창정, 하지원, 진재영]",청소년 관람불가,코미디,한국,96.0,2002.0,"{""1"":6031,""2"":22036,""3"":6094,""4"":38023,""5"":11816,""6"":59923,""7"":12028,""8"":35625,""9"":1881,""10"":15021}",
태풍,1.0,2.51407,2.5,"66,575",719,298,곽경택,"[장동건, 이정재, 이미연]",15세 관람가,액션,한국,124.0,2005.0,"{""1"":1611,""2"":7978,""3"":2695,""4"":17459,""5"":5224,""6"":20102,""7"":3172,""8"":6348,""9"":300,""10"":1686}","질감 약한 볼거리, 메아리 없는 메시지."
다크 나이트,5.0,4.33249,,"576,030","11,158","4,430",크리스토퍼 놀란,"[크리스찬 베일, 히스 레저, 아론 에크하트]",15세 관람가,판타지,미국,152.0,2008.0,"{""1"":1043,""2"":5123,""3"":1173,""4"":10993,""5"":4463,""6"":51755,""7"":23660,""8"":148340,""9"":47656,""10"":281824}",
박물관이 살아있다!,2.0,3.44169,,"419,964","1,874",928,숀 레비,"[벤 스틸러, 로빈 윌리엄스, 오웬 윌슨]",전체 관람가,판타지,"미국, 영국",108.0,2006.0,"{""1"":1419,""2"":8618,""3"":3285,""4"":33362,""5"":16162,""6"":130682,""7"":48925,""8"":120836,""9"":11524,""10"":45151}",
캐리비안의 해적 - 망자의 함,5.0,3.90615,,"416,282","4,331",742,고어 버빈스키,"[조니 뎁, 키이라 나이틀리, 올랜도 블룸]",12세 관람가,판타지,미국,143.0,2006.0,"{""1"":893,""2"":4599,""3"":1429,""4"":13954,""5"":7441,""6"":77279,""7"":36906,""8"":147910,""9"":19370,""10"":106501}",
도가니,3.0,3.57564,,"423,056","5,850","1,263",황동혁,"[공유, 정유미, 장광]",청소년 관람불가,드라마,한국,125.0,2011.0,"{""1"":2710,""2"":11572,""3"":2919,""4"":27399,""5"":12423,""6"":107641,""7"":42216,""8"":133581,""9"":16536,""10"":66059}",
조선명탐정: 각시투구꽃의 비밀,3.0,3.23239,,"338,431","2,476","1,057",김석윤,"[김명민, 오달수, 한지민]",12세 관람가,코미디,한국,115.0,2011.0,"{""1"":2897,""2"":13373,""3"":4927,""4"":39823,""5"":17560,""6"":107866,""7"":32867,""8"":82527,""9"":6798,""10"":29793}",
어메이징 스파이더맨,1.0,3.64061,3.5,"366,199","4,073","1,643",마크 웹,"[앤드류 가필드, 엠마 스톤, 마틴 쉰]",12세 관람가,액션,미국,136.0,2012.0,"{""1"":1522,""2"":6969,""3"":2599,""4"":21753,""5"":11974,""6"":88534,""7"":40773,""8"":113389,""9"":14427,""10"":64259}",스파이더맨 2 &gt; 스파이더맨1 &gt;&gt;&gt; 어메이징 스파이더맨 &gt;&gt; 스파이더맨3.
엽기적인 그녀,5.0,3.81837,,"521,848","7,223","1,532",곽재용,"[전지현, 차태현, 현숙희]",15세 관람가,로맨틱 코미디,한국,122.0,2001.0,"{""1"":1479,""2"":7650,""3"":2327,""4"":23106,""5"":10449,""6"":106828,""7"":44037,""8"":184654,""9"":22995,""10"":118323}",
바람과 함께 사라지다,2.0,3.15909,,"291,698","1,907",820,김주호,"[차태현, 오지호, 성동일]",12세 관람가,코미디,한국,121.0,2012.0,"{""1"":3329,""2"":15236,""3"":5344,""4"":39005,""5"":16870,""6"":89167,""7"":25588,""8"":63409,""9"":5577,""10"":28173}",
가문의 영광,1.0,2.73832,,"96,219",219,382,정흥순,"[정준호, 김정은, 유동근]",15세 관람가,로맨틱 코미디,한국,115.0,2002.0,"{""1"":1546,""2"":12635,""3"":1801,""4"":18546,""5"":4288,""6"":31658,""7"":4781,""8"":16747,""9"":439,""10"":3778}",
가문의 위기 - 가문의 영광 2,1.0,2.42363,1.5,"96,499",205,348,정용기,"[신현준, 김원희, 김수미]",15세 관람가,코미디,한국,115.0,2005.0,"{""1"":2972,""2"":18355,""3"":3068,""4"":23289,""5"":4736,""6"":26537,""7"":3631,""8"":10722,""9"":267,""10"":2922}",세번 웃었다. 영화를 보며 내가 세번 싫었다.
