DESC,감독,배우,평가자수,보고싶어요수,코멘트수,별점분포
"The Host, 2006, 한국, 스릴러, 드라마, SF, 15세 관람가, 1시간 59분",봉준호,"[오달수, 송강호, 변희봉]","679,028","1,920","2,507","{""1"":1789,""2"":8421,""3"":2822,""4"":28120,""5"":12377,""6"":132704,""7"":61250,""8"":250987,""9"":45887,""10"":134671}"
"Speed Scandal, 2008, 한국, 코미디, 드라마, 12세 관람가, 1시간 48분",강형철,"[차태현, 박보영, 왕석현]","657,743","2,685","1,613","{""1"":1980,""2"":9107,""3"":3370,""4"":31241,""5"":17053,""6"":147146,""7"":64197,""8"":232534,""9"":27592,""10"":123523}"
"爾: King And The Clown, 2005, 한국, 드라마, 15세 관람가, 1시간 59분",이준익,"[감우성, 이준기, 정진영]","576,174","6,457","1,716","{""1"":1773,""2"":8931,""3"":2720,""4"":28756,""5"":11836,""6"":126208,""7"":52473,""8"":205462,""9"":31277,""10"":106738}"
"Masquerade, 2012, 한국, 드라마, 15세 관람가, 2시간 11분",추창민,"[이병헌, 류승룡, 한효주]","740,618","8,495","2,878","{""1"":1780,""2"":6653,""3"":2773,""4"":19218,""5"":13707,""6"":104992,""7"":64363,""8"":254822,""9"":51875,""10"":220435}"
"Miracle in Cell No.7, 2012, 한국, 코미디, 드라마, 15세 관람가, 2시간 7분",이환경,"[류승룡, 갈소원, 박신혜]","718,646","6,212","3,769","{""1"":7418,""2"":16716,""3"":6659,""4"":32781,""5"":18252,""6"":94642,""7"":47612,""8"":183835,""9"":46504,""10"":264227}"
"The Thieves, 2012, 한국, 액션, 범죄, 15세 관람가, 2시간 15분",최동훈,"[김윤석, 김혜수, 이정재]","710,614","4,949","2,893","{""1"":2414,""2"":8829,""3"":4207,""4"":31241,""5"":20367,""6"":148730,""7"":76738,""8"":243595,""9"":34423,""10"":140070}"
"Spirit Of Jeet Keun Do, 2004, 한국, 액션, 드라마, 15세 관람가, 1시간 56분",유하,"[권상우, 이정진, 한가인]","284,807","2,659","1,122","{""1"":1829,""2"":7344,""3"":3355,""4"":25527,""5"":12887,""6"":85617,""7"":32512,""8"":81038,""9"":7965,""10"":26733}"
"71: Into The Fire, 2010, 한국, 전쟁, 액션, 드라마, 12세 관람가, 2시간 ",이재한,"[차승원, 권상우, 김승우]","295,020","1,733",872,"{""1"":2911,""2"":11753,""3"":4867,""4"":31202,""5"":14956,""6"":86515,""7"":27829,""8"":75137,""9"":6797,""10"":33053}"
"Spider-Man 2, 2004, 미국, 판타지, 액션, 12세 관람가, 2시간 6분",샘 레이미,"[토비 맥과이어, 커스틴 던스트, J.K. 시몬스]","331,860","2,607",920,"{""1"":830,""2"":4077,""3"":1776,""4"":17108,""5"":8713,""6"":85251,""7"":35702,""8"":111257,""9"":11654,""10"":55492}"
"The Spiriting Away Of Sen And Chihiro, 2001, 일본, 애니메이션, 판타지, 가족, 전체 관람가, 2시간 6분",미야자키 하야오,"[최덕희, 김영선, 성선녀]","647,024","7,048","3,539","{""1"":866,""2"":3894,""3"":1078,""4"":9284,""5"":4560,""6"":59920,""7"":34269,""8"":207706,""9"":57238,""10"":268209}"
"The Butterfly Effect, 2004, 미국, 스릴러, SF, 청소년 관람불가, 1시간 53분",에릭 브레스,"[애쉬튼 커쳐, 에이미 스마트, 에릭 스톨츠]","298,343","22,950","1,720","{""1"":664,""2"":3439,""3"":792,""4"":8155,""5"":3622,""6"":40860,""7"":21522,""8"":105567,""9"":24174,""10"":89548}"
"Shutter Island, 2010, 미국, 스릴러, 드라마, 15세 관람가, 2시간 18분",마틴 스콜세지,"[레오나르도 디카프리오, 마크 러팔로, 벤 킹슬리]","219,885","18,106","2,104","{""1"":599,""2"":4282,""3"":829,""4"":10539,""5"":3894,""6"":40458,""7"":20787,""8"":77939,""9"":17404,""10"":43154}"
"The Truman Show, 1998, 미국, 드라마, 코미디, 15세 관람가, 1시간 42분",피터 위어,"[짐 캐리, 로라 린니, 노아 엠머리히]","428,668","22,765","3,243","{""1"":695,""2"":3046,""3"":708,""4"":6914,""5"":3291,""6"":41245,""7"":25142,""8"":144162,""9"":46248,""10"":157217}"
"If Only, 2004, 미국, 영국, 로맨스/멜로, 드라마, 15세 관람가, 1시간 36분",길 정거,"[제니퍼 러브 휴이트, 폴 니콜스, 루시 대번포트]","366,089","21,471","1,733","{""1"":906,""2"":4836,""3"":1305,""4"":12228,""5"":5549,""6"":53239,""7"":25338,""8"":116785,""9"":24528,""10"":121375}"
"Joint Security Area, 2000, 한국, 드라마, 전쟁, 스릴러, 15세 관람가, 1시간 50분",박찬욱,"[오동진, 은미, 원호섭]","321,863","13,833","1,301","{""1"":694,""2"":3390,""3"":900,""4"":9629,""5"":4234,""6"":55591,""7"":27473,""8"":131500,""9"":21992,""10"":66460}"
"The Bourne Supremacy, 2004, 미국, 독일, 액션, 스릴러, 15세 관람가, 1시간 50분",폴 그린그래스,"[맷 데이먼, 프랑카 포텐테, 브라이언 콕스]","233,050","11,009","1,049","{""1"":415,""2"":2088,""3"":428,""4"":4293,""5"":2035,""6"":27495,""7"":15706,""8"":82502,""9"":16559,""10"":81529}"
"Haunters, 2010, 한국, 스릴러, SF, 15세 관람가, 1시간 54분",김민석,"[강동원, 고수, 정은채]","272,508","2,429","1,194","{""1"":5817,""2"":21666,""3"":8388,""4"":49212,""5"":21128,""6"":83282,""7"":21120,""8"":42724,""9"":3237,""10"":15934}"
"Blind, 2011, 한국, 스릴러, 청소년 관람불가, 1시간 51분",안상훈,"[김하늘, 유승호, 조희봉]","284,610","3,631",785,"{""1"":1550,""2"":8508,""3"":2868,""4"":26329,""5"":11249,""6"":84131,""7"":26360,""8"":83611,""9"":7054,""10"":32950}"
"The School Of Rock, 2003, 미국, 독일, 코미디, 드라마, 전체 관람가, 1시간 48분",리처드 링클레이터,"[잭 블랙, 조앤 쿠삭, 사라 실버맨]","297,396","10,288","1,430","{""1"":840,""2"":4372,""3"":1236,""4"":12211,""5"":5781,""6"":58886,""7"":30984,""8"":110000,""9"":15726,""10"":57360}"
"[500] Days Of Summer, 2009, 미국, 로맨틱 코미디, 드라마, 15세 관람가, 1시간 35분",마크 웹,"[조셉 고든-레빗, 주이 디샤넬, 클락 그레그]","290,351","30,515","4,145","{""1"":881,""2"":5666,""3"":1279,""4"":12680,""5"":5313,""6"":47612,""7"":27087,""8"":96953,""9"":23477,""10"":69403}"
"The Shawshank Redemption, 1994, 미국, 드라마, 15세 관람가, 2시간 22분",프랭크 다라본트,"[팀 로빈스, 모건 프리먼, 밥 건톤]","458,522","26,688","3,182","{""1"":749,""2"":3589,""3"":601,""4"":5289,""5"":2135,""6"":28854,""7"":15286,""8"":119334,""9"":43314,""10"":239371}"
"Love Letter, 1995, 일본, 로맨스/멜로, 전체 관람가, 1시간 57분",이와이 슌지,"[나카야마 미호, 토요카와 에츠시, 카시와바라 타카시]","226,169","20,212","2,464","{""1"":560,""2"":4162,""3"":737,""4"":8782,""5"":2818,""6"":36934,""7"":15123,""8"":73481,""9"":15101,""10"":68471}"
"2011, 한국, 범죄, 액션, 드라마, 청소년 관람불가, 2시간 13분",윤종빈,"[최민식, 하정우, 조진웅]","464,647","15,638","2,243","{""1"":1008,""2"":5099,""3"":1419,""4"":13383,""5"":6578,""6"":69027,""7"":37959,""8"":170676,""9"":31844,""10"":127654}"
"The Devil Wears Prada, 2006, 미국, 로맨틱 코미디, 12세 관람가, 1시간 49분",데이빗 프랭클,"[앤 해서웨이, 메릴 스트립, 스탠리 투치]","485,522","12,069","2,109","{""1"":939,""2"":4630,""3"":1584,""4"":16019,""5"":9278,""6"":97439,""7"":51499,""8"":179984,""9"":26902,""10"":97248}"
"Moss, 2010, 한국, 스릴러, 범죄, 청소년 관람불가, 2시간 43분",강우석,"[정재영, 박해일, 유해진]","274,059","5,396",967,"{""1"":1916,""2"":9614,""3"":3245,""4"":30131,""5"":12825,""6"":85827,""7"":27166,""8"":72477,""9"":6469,""10"":24389}"
"Real Steel, 2011, 미국, SF, 드라마,액션, 12세 관람가, 2시간 7분",숀 레비,"[휴 잭맨, 에반젤린 릴리, 다코타 고요]","315,856","5,589","1,423","{""1"":1088,""2"":5026,""3"":1966,""4"":17349,""5"":9465,""6"":71885,""7"":33556,""8"":104337,""9"":14244,""10"":56940}"
"Leon, 1994, 프랑스, 미국, 범죄, 액션, 드라마, 청소년 관람불가, 2시간 13분",뤽 베송,"[장 르노, 나탈리 포트만, 게리 올드만]","384,705","31,362","4,414","{""1"":533,""2"":2792,""3"":614,""4"":5691,""5"":2673,""6"":33805,""7"":19824,""8"":114507,""9"":41942,""10"":162324}"
"Confession of Murder, 2012, 한국, 스릴러, 액션, 청소년 관람불가, 1시간 59분",정병길,"[정재영, 박시후, 정해균]","309,470","8,553","1,353","{""1"":2153,""2"":8194,""3"":3498,""4"":22331,""5"":12583,""6"":74889,""7"":32122,""8"":95499,""9"":11681,""10"":46520}"
"Malaton, 2005, 한국, 드라마, 코미디, 전체 관람가, 1시간 55분",정윤철,"[조승우, 김미숙, 안내상]","375,039","2,092",799,"{""1"":1174,""2"":5835,""3"":2050,""4"":20412,""5"":10014,""6"":100190,""7"":44313,""8"":128117,""9"":15177,""10"":47757}"
"The Classic, 2003, 한국, 로맨스/멜로, 드라마, 12세 관람가, 2시간 12분",곽재용,"[손예진, 조승우, 조인성]","314,513","15,380","1,829","{""1"":970,""2"":5735,""3"":1401,""4"":13933,""5"":5904,""6"":60021,""7"":25697,""8"":104168,""9"":18274,""10"":78410}"
"Iron Man 3, 2013, 미국, 중국, SF, 액션, 12세 관람가, 2시간 9분",세인 블랙,"[로버트 다우니 주니어, 기네스 팰트로우, 가이 피어스]","564,090","7,039","2,794","{""1"":1198,""2"":4521,""3"":1666,""4"":12696,""5"":8740,""6"":73291,""7"":46867,""8"":180392,""9"":37416,""10"":197303}"
"My Little Bride, 2004, 한국, 로맨틱 코미디, 12세 관람가, 1시간 55분",김호준,"[김래원, 문근영, 김인문]","341,757",782,757,"{""1"":4791,""2"":21333,""3"":7747,""4"":54695,""5"":21986,""6"":116168,""7"":26642,""8"":65017,""9"":3589,""10"":19789}"
"All About My Wife, 2012, 한국, 로맨틱 코미디, 15세 관람가, 2시간 1분",민규동,"[임수정, 이선균, 류승룡]","461,916","8,540","1,931","{""1"":1717,""2"":7827,""3"":3095,""4"":25019,""5"":14038,""6"":107155,""7"":51010,""8"":161720,""9"":18351,""10"":71984}"
